,Angle,Intensity,class,pos,sample,search
121,53.38,563.0,CuSe,1669,6,max
122,63.84,16.0,CuSe,2192,6,min
123,22.26,20.0,CuSe,113,7,min
124,26.8,1919.0,CuSe,340,7,max
125,39.02,39.0,CuSe,951,7,min
126,45.18,1362.0,CuSe,1259,7,max
127,51.74,38.0,CuSe,1587,7,min
128,53.08,481.0,CuSe,1654,7,max
129,59.54,24.0,CuSe,1977,7,min
130,21.94,21.0,CuSe,97,8,min
131,27.04,2569.0,CuSe,352,8,max
132,40.62,38.0,CuSe,1031,8,min
133,45.3,1827.0,CuSe,1265,8,max
134,51.4,46.0,CuSe,1570,8,min
135,53.44,374.0,CuSe,1672,8,max
136,57.86,36.0,CuSe,1893,8,min
137,49.5625,13.0,Si,1182,9,min
138,68.9875,604242.0,Si,1959,9,max
139,79.4125,13.0,Si,2376,9,min
140,30.326,15.0,TiNb,860,10,min
141,38.726,2402.0,TiNb,1560,10,max
142,52.202,11.0,TiNb,2683,10,min
143,55.97,178.0,TiNb,2997,10,max
144,60.926,8.0,TiNb,3410,10,min
145,70.214,703.0,TiNb,4184,10,max
146,75.53,10.0,TiNb,4627,10,min
147,28.6625,47.0,TiNb,346,11,min
148,39.8875,7792.0,TiNb,795,11,max
149,59.5875,21.0,TiNb,1583,11,min
150,71.4375,1556.0,TiNb,2057,11,max
151,77.5625,28.0,TiNb,2302,11,min
152,35.2625,11.0,TiNb,610,12,min
153,39.8125,1017.0,TiNb,792,12,max
154,42.2125,17.0,TiNb,888,12,min
155,43.7625,135.0,TiNb,950,12,max
156,47.4125,3.0,TiNb,1096,12,min
157,57.1125,52.0,TiNb,1484,12,max
158,59.8375,2.0,TiNb,1593,12,min
159,63.6375,65.0,TiNb,1745,12,max
160,68.1375,5.0,TiNb,1925,12,min
161,71.1875,110.0,TiNb,2047,12,max
162,78.5375,2.0,TiNb,2341,12,min
163,32.978,11.0,TiNb,1081,13,min
164,35.042,458.0,TiNb,1253,13,max
165,35.894,19.0,TiNb,1324,13,min
166,38.714,470.0,TiNb,1559,13,max
167,39.398,75.0,TiNb,1616,13,min
168,40.058,1166.0,TiNb,1671,13,max
169,41.594,21.0,TiNb,1799,13,min
170,42.41,88.0,TiNb,1867,13,max
171,49.61,4.0,TiNb,2467,13,min
172,52.814,194.0,TiNb,2734,13,max
173,54.338,8.0,TiNb,2861,13,min
174,55.994,112.0,TiNb,2999,13,max
175,58.154,5.0,TiNb,3179,13,min
176,62.918,213.0,TiNb,3576,13,max
177,65.126,4.0,TiNb,3760,13,min
178,70.262,315.0,TiNb,4188,13,max
179,72.542,8.0,TiNb,4378,13,min
180,74.006,63.0,TiNb,4500,13,max
181,74.93,16.0,TiNb,4577,13,min
182,75.986,167.0,TiNb,4665,13,max
183,79.97,7.0,TiNb,4997,13,min
184,20.414,14.0,TiNb,34,14,min
185,20.666,39.0,TiNb,55,14,max
186,20.87,12.0,TiNb,72,14,min
187,21.158,43.0,TiNb,96,14,max
188,22.202,11.0,TiNb,183,14,min
189,22.334,29.0,TiNb,194,14,max
190,23.882,10.0,TiNb,323,14,min
191,25.19,29.0,TiNb,432,14,max
192,26.498,8.0,TiNb,541,14,min
193,26.846,23.0,TiNb,570,14,max
194,27.218,6.0,TiNb,601,14,min
195,27.854,21.0,TiNb,654,14,max
196,28.13,8.0,TiNb,677,14,min
197,28.766,22.0,TiNb,730,14,max
198,28.85,7.0,TiNb,737,14,min
199,29.642,23.0,TiNb,803,14,max
200,29.906,8.0,TiNb,825,14,min
201,30.302,21.0,TiNb,858,14,max
202,30.698,8.0,TiNb,891,14,min
203,30.986,21.0,TiNb,915,14,max
204,31.166,6.0,TiNb,930,14,min
205,31.43,20.0,TiNb,952,14,max
206,32.318,4.0,TiNb,1026,14,min
207,32.378,19.0,TiNb,1031,14,max
208,33.014,5.0,TiNb,1084,14,min
209,33.806,22.0,TiNb,1150,14,max
210,34.202,10.0,TiNb,1183,14,min
211,34.982,173.0,TiNb,1248,14,max
212,35.87,4.0,TiNb,1322,14,min
213,35.906,19.0,TiNb,1325,14,max
214,36.278,9.0,TiNb,1356,14,min
215,36.71,42.0,TiNb,1392,14,max
216,37.334,11.0,TiNb,1444,14,min
217,38.774,95.0,TiNb,1564,14,max
218,39.458,19.0,TiNb,1621,14,min
219,40.022,274.0,TiNb,1668,14,max
220,41.198,6.0,TiNb,1766,14,min
221,42.614,77.0,TiNb,1884,14,max
222,43.346,6.0,TiNb,1945,14,min
223,43.502,16.0,TiNb,1958,14,max
224,44.222,3.0,TiNb,2018,14,min
225,44.942,13.0,TiNb,2078,14,max
226,45.206,2.0,TiNb,2100,14,min
227,45.518,17.0,TiNb,2126,14,max
228,46.25,2.0,TiNb,2187,14,min
229,46.55,14.0,TiNb,2212,14,max
230,46.634,2.0,TiNb,2219,14,min
231,47.39,10.0,TiNb,2282,14,max
232,47.75,0.0,TiNb,2312,14,min
233,47.834,11.0,TiNb,2319,14,max
234,48.35,1.0,TiNb,2362,14,min
235,48.746,13.0,TiNb,2395,14,max
236,49.286,10.0,TiNb,2440,14,max
237,49.778,2.0,TiNb,2481,14,min
238,50.222,12.0,TiNb,2518,14,max
239,50.69,1.0,TiNb,2557,14,min
240,51.11,14.0,TiNb,2592,14,max
241,51.194,3.0,TiNb,2599,14,min
242,52.85,113.0,TiNb,2737,14,max
243,53.726,6.0,TiNb,2810,14,min
244,54.17,19.0,TiNb,2847,14,max
245,54.242,6.0,TiNb,2853,14,min
246,54.794,22.0,TiNb,2899,14,max
247,54.926,7.0,TiNb,2910,14,min
248,55.994,53.0,TiNb,2999,14,max
249,56.93,4.0,TiNb,3077,14,min
250,57.242,16.0,TiNb,3103,14,max
251,57.71,2.0,TiNb,3142,14,min
252,58.082,11.0,TiNb,3173,14,max
253,58.25,2.0,TiNb,3187,14,min
254,58.67,15.0,TiNb,3222,14,max
255,59.102,1.0,TiNb,3258,14,min
256,59.294,11.0,TiNb,3274,14,max
257,59.498,2.0,TiNb,3291,14,min
258,61.298,15.0,TiNb,3441,14,max
259,61.37,3.0,TiNb,3447,14,min
260,62.798,121.0,TiNb,3566,14,max
261,64.154,3.0,TiNb,3679,14,min
262,64.922,12.0,TiNb,3743,14,max
263,65.126,1.0,TiNb,3760,14,min
264,65.462,14.0,TiNb,3788,14,max
265,65.69,2.0,TiNb,3807,14,min
266,66.002,14.0,TiNb,3833,14,max
267,66.77,2.0,TiNb,3897,14,min
268,67.418,15.0,TiNb,3951,14,max
269,67.826,1.0,TiNb,3985,14,min
270,68.474,16.0,TiNb,4039,14,max
271,69.026,1.0,TiNb,4085,14,min
272,69.134,15.0,TiNb,4094,14,max
273,69.41,5.0,TiNb,4117,14,min
274,70.478,101.0,TiNb,4206,14,max
275,71.882,2.0,TiNb,4323,14,min
276,72.278,15.0,TiNb,4356,14,max
277,72.986,2.0,TiNb,4415,14,min
278,73.886,17.0,TiNb,4490,14,max
279,74.246,3.0,TiNb,4520,14,min
280,74.51,17.0,TiNb,4542,14,max
281,74.894,0.0,TiNb,4574,14,min
282,75.002,13.0,TiNb,4583,14,max
283,75.122,4.0,TiNb,4593,14,min
284,76.178,48.0,TiNb,4681,14,max
285,76.754,9.0,TiNb,4729,14,min
286,77.258,41.0,TiNb,4771,14,max
287,77.978,6.0,TiNb,4831,14,min
288,78.758,19.0,TiNb,4896,14,max
289,79.502,3.0,TiNb,4958,14,min
290,79.79,14.0,TiNb,4982,14,max
291,27.0375,29.0,TiNb,281,15,min
292,36.1125,899.0,TiNb,644,15,max
293,36.8875,49.0,TiNb,675,15,min
294,39.8875,730.0,TiNb,795,15,max
295,40.5625,175.0,TiNb,822,15,min
296,41.1875,2018.0,TiNb,847,15,max
297,42.7125,46.0,TiNb,908,15,min
298,43.6125,136.0,TiNb,944,15,max
299,46.9625,18.0,TiNb,1078,15,min
300,53.9875,457.0,TiNb,1359,15,max
301,55.0125,31.0,TiNb,1400,15,min
302,57.0875,272.0,TiNb,1483,15,max
303,61.0375,14.0,TiNb,1641,15,min
304,63.9625,557.0,TiNb,1758,15,max
305,68.7375,19.0,TiNb,1949,15,min
306,71.4625,541.0,TiNb,2058,15,max
307,73.9125,22.0,TiNb,2156,15,min
308,75.3375,110.0,TiNb,2213,15,max
309,76.1125,32.0,TiNb,2244,15,min
310,77.2875,267.0,TiNb,2291,15,max
311,79.6125,29.0,TiNb,2384,15,min
312,20.8875,31.0,TiNb,35,16,min
313,21.4875,68.0,TiNb,59,16,max
314,26.3125,18.0,TiNb,252,16,min
315,27.1875,39.0,TiNb,287,16,max
316,28.2875,12.0,TiNb,331,16,min
317,29.0625,33.0,TiNb,362,16,max
318,29.3375,10.0,TiNb,373,16,min
319,29.8375,32.0,TiNb,393,16,max
320,31.2125,9.0,TiNb,448,16,min
321,31.3875,26.0,TiNb,455,16,max
322,32.2375,10.0,TiNb,489,16,min
323,32.6375,27.0,TiNb,505,16,max
324,33.6375,9.0,TiNb,545,16,min
325,33.8375,22.0,TiNb,553,16,max
326,34.2125,6.0,TiNb,568,16,min
327,34.5125,18.0,TiNb,580,16,max
328,34.8875,9.0,TiNb,595,16,min
329,36.0625,76.0,TiNb,642,16,max
330,37.3625,8.0,TiNb,694,16,min
331,37.9875,32.0,TiNb,719,16,max
332,38.5625,7.0,TiNb,742,16,min
333,38.9375,24.0,TiNb,757,16,max
334,39.1125,14.0,TiNb,764,16,min
335,39.9625,54.0,TiNb,798,16,max
336,40.5375,14.0,TiNb,821,16,min
337,41.0875,120.0,TiNb,843,16,max
338,41.8625,4.0,TiNb,874,16,min
339,41.9875,18.0,TiNb,879,16,max
340,42.3375,2.0,TiNb,893,16,min
341,42.7375,13.0,TiNb,909,16,max
342,42.8125,4.0,TiNb,912,16,min
343,43.6125,45.0,TiNb,944,16,max
344,44.2375,5.0,TiNb,969,16,min
345,44.3625,13.0,TiNb,974,16,max
346,45.1125,3.0,TiNb,1004,16,min
347,45.4375,11.0,TiNb,1017,16,max
348,45.6125,3.0,TiNb,1024,16,min
349,46.0375,9.0,TiNb,1041,16,max
350,46.6625,2.0,TiNb,1066,16,min
351,46.9875,10.0,TiNb,1079,16,max
352,47.7125,2.0,TiNb,1108,16,min
353,47.8625,9.0,TiNb,1114,16,max
354,48.1125,1.0,TiNb,1124,16,min
355,49.1625,10.0,TiNb,1166,16,max
356,49.5375,2.0,TiNb,1181,16,min
357,49.6875,10.0,TiNb,1187,16,max
358,50.2875,1.0,TiNb,1211,16,min
359,50.7125,9.0,TiNb,1228,16,max
360,50.8125,2.0,TiNb,1232,16,min
361,51.7875,8.0,TiNb,1271,16,max
362,51.9375,1.0,TiNb,1277,16,min
363,52.4125,8.0,TiNb,1296,16,max
364,52.5625,0.0,TiNb,1302,16,min
365,52.8375,10.0,TiNb,1313,16,max
366,53.1125,1.0,TiNb,1324,16,min
367,53.9625,40.0,TiNb,1358,16,max
368,54.5375,2.0,TiNb,1381,16,min
369,54.6125,12.0,TiNb,1384,16,max
370,54.8125,0.0,TiNb,1392,16,min
371,55.0375,10.0,TiNb,1401,16,max
372,55.5125,12.0,TiNb,1420,16,max
373,56.0125,12.0,TiNb,1440,16,max
374,56.0625,3.0,TiNb,1442,16,min
375,56.5125,15.0,TiNb,1460,16,max
376,56.7125,5.0,TiNb,1468,16,min
377,57.0375,21.0,TiNb,1481,16,max
378,57.5625,4.0,TiNb,1502,16,min
379,57.6375,8.0,TiNb,1505,16,max
380,58.1375,1.0,TiNb,1525,16,min
381,59.0625,8.0,TiNb,1562,16,max
382,59.1875,2.0,TiNb,1567,16,min
383,59.8625,11.0,TiNb,1594,16,max
384,60.0875,0.0,TiNb,1603,16,min
385,60.2625,9.0,TiNb,1610,16,max
386,60.4125,3.0,TiNb,1616,16,min
387,60.6875,7.0,TiNb,1627,16,max
388,61.0375,1.0,TiNb,1641,16,min
389,61.1875,8.0,TiNb,1647,16,max
390,61.6625,4.0,TiNb,1666,16,max
391,61.7875,1.0,TiNb,1671,16,min
392,62.3125,9.0,TiNb,1692,16,max
393,62.4875,0.0,TiNb,1699,16,min
394,62.8125,20.0,TiNb,1712,16,max
395,63.5875,11.0,TiNb,1743,16,min
396,63.9375,39.0,TiNb,1757,16,max
397,64.8375,3.0,TiNb,1793,16,min
398,65.0625,10.0,TiNb,1802,16,max
399,65.5875,0.0,TiNb,1823,16,min
400,65.9375,9.0,TiNb,1837,16,max
401,66.4875,1.0,TiNb,1859,16,min
402,66.7125,7.0,TiNb,1868,16,max
403,67.2125,6.0,TiNb,1888,16,max
404,67.4125,1.0,TiNb,1896,16,min
405,68.1375,7.0,TiNb,1925,16,max
406,68.6625,0.0,TiNb,1946,16,min
407,69.5125,6.0,TiNb,1980,16,max
408,69.5875,0.0,TiNb,1983,16,min
409,70.5375,9.0,TiNb,2021,16,max
410,70.8625,3.0,TiNb,2034,16,min
411,71.6125,37.0,TiNb,2064,16,max
412,72.2875,2.0,TiNb,2091,16,min
413,72.4375,9.0,TiNb,2097,16,max
414,73.1375,1.0,TiNb,2125,16,min
415,73.2875,6.0,TiNb,2131,16,max
416,73.4375,0.0,TiNb,2137,16,min
417,73.6875,5.0,TiNb,2147,16,max
418,73.8875,0.0,TiNb,2155,16,min
419,74.0875,6.0,TiNb,2163,16,max
420,74.6875,6.0,TiNb,2187,16,max
421,74.8875,1.0,TiNb,2195,16,min
422,75.2875,10.0,TiNb,2211,16,max
423,75.5125,1.0,TiNb,2220,16,min
424,75.7375,9.0,TiNb,2229,16,max
425,76.0375,1.0,TiNb,2241,16,min
426,76.2125,8.0,TiNb,2248,16,max
427,76.4125,0.0,TiNb,2256,16,min
428,77.3375,25.0,TiNb,2293,16,max
429,77.7375,3.0,TiNb,2309,16,min
430,77.9375,12.0,TiNb,2317,16,max
431,78.0625,4.0,TiNb,2322,16,min
432,78.3375,21.0,TiNb,2333,16,max
433,79.3375,2.0,TiNb,2373,16,min
434,79.4875,10.0,TiNb,2379,16,max
435,79.9375,2.0,TiNb,2397,16,min
436,79.9875,4.0,TiNb,2399,16,max
437,26.354,6.0,TiNb,529,17,min
438,35.006,274.0,TiNb,1250,17,max
439,37.358,25.0,TiNb,1446,17,min
440,38.762,513.0,TiNb,1563,17,max
441,39.326,140.0,TiNb,1610,17,min
442,40.022,1217.0,TiNb,1668,17,max
443,49.442,6.0,TiNb,2453,17,min
444,52.85,136.0,TiNb,2737,17,max
445,54.014,17.0,TiNb,2834,17,min
446,56.066,76.0,TiNb,3005,17,max
447,58.502,6.0,TiNb,3208,17,min
448,62.93,154.0,TiNb,3577,17,max
449,64.838,7.0,TiNb,3736,17,min
450,70.286,185.0,TiNb,4190,17,max
451,71.978,11.0,TiNb,4331,17,min
452,76.022,154.0,TiNb,4668,17,max
453,79.634,7.0,TiNb,4969,17,min
454,20.33,13.0,TiNb,27,18,min
455,20.582,29.0,TiNb,48,18,max
456,20.978,11.0,TiNb,81,18,min
457,21.194,27.0,TiNb,99,18,max
458,21.794,9.0,TiNb,149,18,min
459,21.926,23.0,TiNb,160,18,max
460,23.102,22.0,TiNb,258,18,max
461,23.558,18.0,TiNb,296,18,max
462,23.882,17.0,TiNb,323,18,max
463,24.002,8.0,TiNb,333,18,min
464,24.338,18.0,TiNb,361,18,max
465,25.154,18.0,TiNb,429,18,max
466,25.466,13.0,TiNb,455,18,max
467,26.174,14.0,TiNb,514,18,max
468,26.678,13.0,TiNb,556,18,max
469,27.122,15.0,TiNb,593,18,max
470,27.362,12.0,TiNb,613,18,max
471,27.866,14.0,TiNb,655,18,max
472,28.454,12.0,TiNb,704,18,max
473,28.946,11.0,TiNb,745,18,max
474,29.438,10.0,TiNb,786,18,max
475,29.834,11.0,TiNb,819,18,max
476,30.206,12.0,TiNb,850,18,max
477,30.59,9.0,TiNb,882,18,max
478,30.89,6.0,TiNb,907,18,max
479,31.37,9.0,TiNb,947,18,max
480,31.79,10.0,TiNb,982,18,max
481,32.27,9.0,TiNb,1022,18,max
482,32.81,7.0,TiNb,1067,18,max
483,33.41,8.0,TiNb,1117,18,max
484,34.262,6.0,TiNb,1188,18,max
485,34.562,5.0,TiNb,1213,18,max
486,35.138,7.0,TiNb,1261,18,max
487,35.726,7.0,TiNb,1310,18,max
488,36.098,5.0,TiNb,1341,18,max
489,36.266,4.0,TiNb,1355,18,max
490,36.626,6.0,TiNb,1385,18,max
491,36.806,3.0,TiNb,1400,18,max
492,37.034,5.0,TiNb,1419,18,max
493,37.43,5.0,TiNb,1452,18,max
494,37.598,5.0,TiNb,1466,18,max
495,37.778,4.0,TiNb,1481,18,max
496,38.57,5.0,TiNb,1547,18,max
497,38.798,5.0,TiNb,1566,18,max
498,38.93,4.0,TiNb,1577,18,max
499,39.302,5.0,TiNb,1608,18,max
500,39.59,5.0,TiNb,1632,18,max
501,40.01,6.0,TiNb,1667,18,max
502,40.274,5.0,TiNb,1689,18,max
503,40.778,6.0,TiNb,1731,18,max
504,41.042,4.0,TiNb,1753,18,max
505,41.378,3.0,TiNb,1781,18,max
506,41.498,3.0,TiNb,1791,18,max
507,41.858,5.0,TiNb,1821,18,max
508,42.11,4.0,TiNb,1842,18,max
509,42.482,3.0,TiNb,1873,18,max
510,42.902,5.0,TiNb,1908,18,max
511,43.178,3.0,TiNb,1931,18,max
512,43.394,3.0,TiNb,1949,18,max
513,43.61,4.0,TiNb,1967,18,max
514,44.042,5.0,TiNb,2003,18,max
515,44.438,3.0,TiNb,2036,18,max
516,44.738,4.0,TiNb,2061,18,max
517,44.978,2.0,TiNb,2081,18,max
518,45.206,3.0,TiNb,2100,18,max
519,45.422,4.0,TiNb,2118,18,max
520,45.734,3.0,TiNb,2144,18,max
521,46.022,2.0,TiNb,2168,18,max
522,46.406,3.0,TiNb,2200,18,max
523,46.502,2.0,TiNb,2208,18,min
524,31.9375,36.0,TiNb,477,19,min
525,36.1375,664.0,TiNb,645,19,max
526,37.8375,50.0,TiNb,713,19,min
527,39.9625,877.0,TiNb,798,19,max
528,40.5125,244.0,TiNb,820,19,min
529,41.2125,2634.0,TiNb,848,19,max
530,50.2375,16.0,TiNb,1209,19,min
531,54.0625,434.0,TiNb,1362,19,max
532,55.2625,31.0,TiNb,1410,19,min
533,57.0625,203.0,TiNb,1482,19,max
534,59.6125,17.0,TiNb,1584,19,min
535,63.9875,404.0,TiNb,1759,19,max
536,68.6125,17.0,TiNb,1944,19,min
537,71.6375,433.0,TiNb,2065,19,max
538,73.6625,24.0,TiNb,2146,19,min
539,77.2875,222.0,TiNb,2291,19,max
540,79.7875,33.0,TiNb,2391,19,min
541,20.2125,31.0,TiNb,8,20,min
542,21.1375,479.0,TiNb,45,20,max
543,22.0125,38.0,TiNb,80,20,min
544,24.8375,781.0,TiNb,193,20,max
545,25.5125,184.0,TiNb,220,20,min
546,26.1375,2020.0,TiNb,245,20,max
547,27.3125,38.0,TiNb,292,20,min
548,28.4125,184.0,TiNb,336,20,max
549,34.4875,11.0,TiNb,579,20,min
550,38.9875,221.0,TiNb,759,20,max
551,40.0375,16.0,TiNb,801,20,min
552,42.2875,106.0,TiNb,891,20,max
553,45.7125,10.0,TiNb,1028,20,min
554,49.0875,145.0,TiNb,1163,20,max
555,52.8875,5.0,TiNb,1315,20,min
556,56.4875,262.0,TiNb,1459,20,max
557,58.2125,14.0,TiNb,1528,20,min
558,63.4375,203.0,TiNb,1737,20,max
559,66.9625,10.0,TiNb,1878,20,min
560,69.3625,78.0,TiNb,1974,20,max
561,77.0625,5.0,TiNb,2282,20,min
562,28.01,7.0,TiNb,667,21,min
563,35.006,523.0,TiNb,1250,21,max
564,36.59,18.0,TiNb,1382,21,min
565,38.738,609.0,TiNb,1561,21,max
566,39.518,84.0,TiNb,1626,21,min
567,40.046,1188.0,TiNb,1670,21,max
568,46.19,8.0,TiNb,2182,21,min
569,52.826,290.0,TiNb,2735,21,max
570,54.554,13.0,TiNb,2879,21,min
571,56.054,145.0,TiNb,3004,21,max
572,60.458,9.0,TiNb,3371,21,min
573,62.846,252.0,TiNb,3570,21,max
574,64.79,7.0,TiNb,3732,21,min
575,70.382,392.0,TiNb,4198,21,max
576,72.974,9.0,TiNb,4414,21,min
577,76.094,184.0,TiNb,4674,21,max
578,76.766,27.0,TiNb,4730,21,min
579,77.21,109.0,TiNb,4767,21,max
580,78.482,12.0,TiNb,4873,21,min
581,32.618,8.0,TiNb,1051,22,min
582,38.678,3842.0,TiNb,1556,22,max
583,47.654,13.0,TiNb,2304,22,min
584,55.958,568.0,TiNb,2996,22,max
585,60.674,6.0,TiNb,3389,22,min
586,70.142,1078.0,TiNb,4178,22,max
587,73.61,10.0,TiNb,4467,22,min
588,20.534,11.0,TiNb,44,23,min
589,20.894,45.0,TiNb,74,23,max
590,26.546,8.0,TiNb,545,23,min
591,27.71,34.0,TiNb,642,23,max
592,30.722,5.0,TiNb,893,23,min
593,31.706,25.0,TiNb,975,23,max
594,34.922,3.0,TiNb,1243,23,min
595,37.082,65.0,TiNb,1423,23,max
596,37.922,35.0,TiNb,1493,23,min
597,38.702,575.0,TiNb,1558,23,max
598,40.322,5.0,TiNb,1693,23,min
599,42.902,36.0,TiNb,1908,23,max
600,47.342,0.0,TiNb,2278,23,min
601,55.982,36.0,TiNb,2998,23,max
602,57.71,0.0,TiNb,3142,23,min
603,70.19,156.0,TiNb,4182,23,max
604,71.738,1.0,TiNb,4311,23,min
605,78.95,23.0,TiNb,4912,23,max
606,79.706,1.0,TiNb,4975,23,min
607,33.8625,36.0,TiNb,554,24,min
608,39.8625,8446.0,TiNb,794,24,max
609,54.2375,23.0,TiNb,1369,24,min
610,57.0625,494.0,TiNb,1482,24,max
611,59.2625,16.0,TiNb,1570,24,min
612,71.2875,2120.0,TiNb,2051,24,max
613,77.0375,24.0,TiNb,2281,24,min
614,34.2125,15.0,TiNb,568,25,min
615,39.7875,1542.0,TiNb,791,25,max
616,42.4625,20.0,TiNb,898,25,min
617,44.0625,84.0,TiNb,962,25,max
618,50.6875,2.0,TiNb,1227,25,min
619,57.2125,60.0,TiNb,1488,25,max
620,62.0875,2.0,TiNb,1683,25,min
621,71.3375,235.0,TiNb,2053,25,max
622,74.2375,2.0,TiNb,2169,25,min
623,32.258,15.0,TiNb,1021,26,min
624,38.75,6555.0,TiNb,1562,26,max
625,46.634,7.0,TiNb,2219,26,min
626,56.054,778.0,TiNb,3004,26,max
627,60.71,5.0,TiNb,3392,26,min
628,70.238,798.0,TiNb,4186,26,max
629,75.242,7.0,TiNb,4603,26,min
630,33.3375,89.0,TiNb,533,27,min
631,38.7125,13229.0,TiNb,748,27,max
