XRD - Patata-20,
19.69,4372
19.71,4296
19.73,4343
19.75,4214
19.77,4344
19.79,4279
19.81,4287
19.83,4278
19.85,4121
19.87,4367
19.89,4268
19.91,4227
19.93,4285
19.95,4123
19.97,4083
19.99,4216
20.01,4102
20.03,4083
20.05,4151
20.07,4140
20.09,4176
20.11,4155
20.13,4215
20.15,4026
20.17,4154
20.19,4162
20.21,4097
20.23,4007
20.25,4075
20.27,4105
20.29,4143
20.31,4047
20.33,4023
20.35,4076
20.37,4021
20.39,4098
20.41,3983
20.43,4202
20.45,4101
20.47,4112
20.49,4043
20.51,4119
20.53,4098
20.55,4138
20.57,4129
20.59,4066
20.61,4171
20.63,4018
20.65,4094
20.67,4245
20.69,4229
20.71,4111
20.73,4150
20.75,4182
20.77,4376
20.79,4210
20.81,4334
20.83,4375
20.85,4348
20.87,4366
20.89,4408
20.91,4183
20.93,4320
20.95,4337
20.97,4233
20.99,4446
21.01,4283
21.03,4303
21.05,4408
21.07,4418
21.09,4430
21.11,4415
21.13,4355
21.15,4482
21.17,4400
21.19,4429
21.21,4555
21.23,4612
21.25,4569
21.27,4729
21.29,4533
21.31,4736
21.33,4586
21.35,4701
21.37,4698
21.39,4744
21.41,4800
21.43,4739
21.45,4803
21.47,4816
21.49,4746
21.51,4813
21.53,4845
21.55,4901
21.57,4858
21.59,4843
21.61,4804
21.63,4827
21.65,4911
21.67,4900
21.69,4955
21.71,5093
21.73,4873
21.75,5151
21.77,5082
21.79,5012
21.81,5068
21.83,5029
21.85,5046
21.87,5083
21.89,4911
21.91,5002
21.93,4948
21.95,5029
21.97,5040
21.99,4973
22.01,5033
22.03,4997
22.05,4914
22.07,4876
22.09,4942
22.11,4843
22.13,4809
22.15,4824
22.17,4897
22.19,4798
22.21,4773
22.23,4783
22.25,4679
22.27,4793
22.29,4815
22.31,4582
22.33,4637
22.35,4591
22.37,4659
22.39,4572
22.41,4701
22.43,4428
22.45,4416
22.47,4455
22.49,4416
22.51,4359
22.53,4423
22.55,4319
22.57,4342
22.59,4436
22.61,4572
22.63,4569
22.65,4282
22.67,4421
22.69,4326
22.71,4321
22.73,4381
22.75,4383
22.77,4474
22.79,4327
22.81,4425
22.83,4285
22.85,4350
22.87,4302
22.89,4388
22.91,4461
22.93,4330
22.95,4398
22.97,4430
22.99,4314
23.01,4467
23.03,4337
23.05,4493
23.07,4330
23.09,4414
23.11,4491
23.13,4378
23.15,4390
23.17,4602
23.19,4439
23.21,4548
23.23,4359
23.25,4470
23.27,4411
23.29,4476
23.31,4414
23.33,4444
23.35,4579
23.37,4594
23.39,4328
23.41,4515
23.43,4404
23.45,4532
23.47,4483
23.49,4531
23.51,4596
23.53,4567
23.55,4519
23.57,4418
23.59,4459
23.61,4556
23.63,4471
23.65,4408
23.67,4448
23.69,4337
23.71,4387
23.73,4409
23.75,4392
23.77,4334
23.79,4552
23.81,4508
23.83,4362
23.85,4416
23.87,4371
23.89,4178
23.91,4283
23.93,4231
23.95,4268
23.97,4175
23.99,4266
24.01,4136
24.03,4086
24.05,4043
24.07,4056
24.09,4157
24.11,3926
24.13,3937
24.15,4062
24.17,3894
24.19,3907
24.21,3907
24.23,3680
24.25,3841
24.27,3807
24.29,3756
24.31,3687
24.33,3635
24.35,3519
24.37,3648
24.39,3690
24.41,3584
24.43,3595
24.45,3506
24.47,3548
24.49,3488
24.51,3410
24.53,3475
24.55,3256
24.57,3382
24.59,3490
24.61,3387
24.63,3321
24.65,3399
24.67,3285
24.69,3275
24.71,3297
24.73,3165
24.75,3194
24.77,3323
24.79,3203
24.81,3259
24.83,3419
24.85,3256
24.87,3241
24.89,3124
24.91,3208
24.93,3153
24.95,3150
24.97,3223
24.99,3161
25.01,3256
25.03,3276
25.05,3086
25.07,3163
25.09,3173
25.11,3192
25.13,3066
25.15,3145
25.17,3220
25.19,3134
25.21,3119
25.23,3107
25.25,3247
25.27,3087
25.29,3226
25.31,3247
25.33,3191
25.35,3200
25.37,3114
25.39,3164
25.41,3144
25.43,3204
25.45,3206
25.47,3255
25.49,3289
25.51,3130
25.53,3232
25.55,3275
25.57,3189
25.59,3138
25.61,3170
25.63,3229
25.65,3047
25.67,3267
25.69,3229
25.71,3269
25.73,3140
25.75,3281
25.77,3148
25.79,3072
25.81,3174
25.83,3223
25.85,3279
25.87,3179
25.89,3208
25.91,3267
25.93,3108
25.95,3259
25.97,3158
25.99,3073
26.01,3173
26.03,3089
26.05,3157
26.07,3146
26.09,3299
26.11,3167
26.13,3140
26.15,3129
26.17,3126
26.19,2994
26.21,3080
26.23,3141
26.25,2993
26.27,3073
26.29,3006
26.31,3079
26.33,3013
26.35,3010
26.37,2894
26.39,3084
26.41,2991
26.43,2940
26.45,2838
26.47,2834
26.49,2875
26.51,2934
26.53,2963
26.55,2816
26.57,2892
26.59,2813
26.61,2981
26.63,2956
26.65,2804
26.67,2849
26.69,2839
26.71,2801
26.73,2748
26.75,2865
26.77,2834
26.79,2881
26.81,2764
26.83,2747
26.85,2751
26.87,2731
26.89,2715
26.91,2771
26.93,2584
26.95,2806
26.97,2719
26.99,2809
27.01,2712
27.03,2820
27.05,2816
27.07,2826
27.09,2739
27.11,2785
27.13,2704
27.15,2698
27.17,2701
27.19,2695
27.21,2652
27.23,2677
27.25,2727
27.27,2756
27.29,2769
27.31,2609
27.33,2720
27.35,2724
27.37,2722
27.39,2562
27.41,2656
27.43,2634
27.45,2681
27.47,2699
27.49,2717
27.51,2697
27.53,2742
27.55,2659
27.57,2614
27.59,2725
27.61,2705
27.63,2700
27.65,2674
27.67,2634
27.69,2659
27.71,2624
27.73,2689
27.75,2760
27.77,2670
27.79,2692
27.81,2682
27.83,2716
27.85,2762
27.87,2650
27.89,2758
27.91,2671
27.93,2706
27.95,2642
27.97,2560
27.99,2658
28.01,2674
28.03,2728
28.05,2702
28.07,2649
28.09,2757
28.11,2667
28.13,2650
28.15,2713
28.17,2716
28.19,2696
28.21,2716
28.23,2621
28.25,2727
28.27,2641
28.29,2693
28.31,2705
28.33,2662
28.35,2716
28.37,2670
28.39,2745
28.41,2713
28.43,2759
28.45,2734
28.47,2794
28.49,2634
28.51,2687
28.53,2740
28.55,2744
28.57,2695
28.59,2660
28.61,2725
28.63,2652
28.65,2663
28.67,2694
28.69,2664
28.71,2758
28.73,2733
28.75,2738
28.77,2825
28.79,2689
28.81,2660
28.83,2713
28.85,2680
28.87,2555
28.89,2615
28.91,2804
28.93,2740
28.95,2727
28.97,2793
28.99,2705
29.01,2728
29.03,2753
29.05,2710
29.07,2784
29.09,2678
29.11,2758
29.13,2749
29.15,2727
29.17,2723
29.19,2640
29.21,2722
29.23,2708
29.25,2880
29.27,2809
29.29,2693
29.31,2819
29.33,2772
29.35,2794
29.37,2830
29.39,2820
29.41,2836
29.43,2766
29.45,2830
29.47,2772
29.49,2758
29.51,2862
29.53,2826
29.55,2880
29.57,2850
29.59,2827
29.61,2844
29.63,2797
29.65,2869
29.67,2900
29.69,2840
29.71,2778
29.73,2885
29.75,2865
29.77,2814
29.79,2863
29.81,2835
29.83,2913
29.85,2814
29.87,2756
29.89,2837
29.91,2786
29.93,2913
29.95,2846
29.97,2836
29.99,2835
30.01,2862
30.03,2781
30.05,2879
30.07,2889
30.09,2823
30.11,2848
30.13,2847
30.15,2891
30.17,2834
30.19,2883
30.21,2781
30.23,2851
30.25,2926
30.27,2807
30.29,2823
30.31,2757
30.33,2773
30.35,2788
30.37,2855
30.39,2818
30.41,2863
30.43,2833
30.45,2798
30.47,2847
30.49,2797
30.51,2860
30.53,2877
30.55,2892
30.57,2833
30.59,2761
30.61,2869
30.63,2774
30.65,2966
30.67,2832
30.69,2859
30.71,2844
30.73,2764
30.75,2891
30.77,2743
30.79,2877
30.81,2847
30.83,2823
30.85,2786
30.87,2879
30.89,2932
30.91,2875
30.93,2891
30.95,2798
30.97,2840
30.99,2861
31.01,2808
31.03,2780
31.05,2781
31.07,2858
31.09,2692
31.11,2889
31.13,2920
31.15,2677
31.17,2903
31.19,2821
31.21,2915
31.23,2813
31.25,2861
31.27,2706
31.29,2799
31.31,2823
31.33,2801
31.35,2789
31.37,2774
31.39,2747
31.41,2775
31.43,2704
31.45,2813
31.47,2794
31.49,2767
31.51,2807
31.53,2732
31.55,2749
31.57,2746
31.59,2735
31.61,2738
31.63,2647
31.65,2795
31.67,2605
31.69,2676
31.71,2753
31.73,2703
31.75,2683
31.77,2654
31.79,2687
31.81,2746
31.83,2709
31.85,2742
31.87,2710
31.89,2637
31.91,2814
31.93,2640
31.95,2679
31.97,2658
31.99,2681
32.01,2673
32.03,2718
32.05,2743
32.07,2662
32.09,2681
32.11,2716
32.13,2721
32.15,2652
32.17,2700
32.19,2748
32.21,2776
32.23,2665
32.25,2723
32.27,2733
32.29,2673
32.31,2700
32.33,2757
32.35,2759
32.37,2685
32.39,2761
32.41,2787
32.43,2680
32.45,2732
32.47,2684
32.49,2671
32.51,2752
32.53,2805
32.55,2686
32.57,2675
32.59,2743
32.61,2747
32.63,2768
32.65,2764
32.67,2678
32.69,2701
32.71,2689
32.73,2761
32.75,2728
32.77,2814
32.79,2823
32.81,2776
32.83,2788
32.85,2767
32.87,2691
32.89,2744
32.91,2764
32.93,2694
32.95,2817
32.97,2820
32.99,2843
33.01,2803
33.03,2825
33.05,2847
33.07,2822
33.09,2758
33.11,2810
33.13,2792
33.15,2771
33.17,2770
33.19,2787
33.21,2887
33.23,2776
33.25,2898
33.27,2814
33.29,2839
33.31,2806
33.33,2854
33.35,2869
33.37,2753
33.39,2791
33.41,2863
33.43,2870
33.45,2866
33.47,2822
33.49,2810
33.51,2819
33.53,2828
33.55,2874
33.57,2851
33.59,2790
33.61,2882
33.63,2858
33.65,2783
33.67,2832
33.69,2896
33.71,2830
33.73,2951
33.75,2829
33.77,2868
33.79,2858
33.81,2862
33.83,2896
33.85,2903
33.87,2818
33.89,2844
33.91,2880
33.93,2900
33.95,2841
33.97,2901
33.99,2808
34.01,2821
34.03,2886
34.05,2935
34.07,2704
34.09,2838
34.11,2853
34.13,2890
34.15,2914
34.17,2815
34.19,2934
34.21,2890
34.23,2863
34.25,2750
34.27,2773
34.29,2884
34.31,2754
34.33,2840
34.35,2879
34.37,2800
34.39,2794
34.41,2842
34.43,2730
34.45,2728
34.47,2807
34.49,2729
34.51,2806
34.53,2726
34.55,2770
34.57,2664
34.59,2686
34.61,2808
34.63,2775
34.65,2706
34.67,2767
34.69,2714
34.71,2704
34.73,2733
34.75,2685
34.77,2666
34.79,2643
34.81,2663
34.83,2645
34.85,2638
34.87,2628
34.89,2577
34.91,2643
34.93,2626
34.95,2631
34.97,2603
34.99,2576
35.01,2696
35.03,2591
35.05,2538
35.07,2560
35.09,2637
35.11,2608
35.13,2584
35.15,2565
35.17,2600
35.19,2464
35.21,2475
35.23,2484
35.25,2559
35.27,2537
35.29,2521
35.31,2516
35.33,2564
35.35,2596
35.37,2541
35.39,2477
35.41,2502
35.43,2527
35.45,2559
35.47,2464
35.49,2528
35.51,2492
35.53,2549
35.55,2492
35.57,2513
35.59,2563
35.61,2504
35.63,2512
35.65,2520
35.67,2336
35.69,2357
35.71,2485
35.73,2377
35.75,2483
35.77,2465
35.79,2540
35.81,2443
35.83,2465
35.85,2432
35.87,2440
35.89,2521
35.91,2428
35.93,2386
35.95,2369
35.97,2462
35.99,2442
36.01,2454
36.03,2477
36.05,2375
36.07,2440
36.09,2429
36.11,2339
36.13,2403
36.15,2446
36.17,2372
36.19,2392
36.21,2455
36.23,2444
36.25,2421
36.27,2346
36.29,2380
36.31,2402
36.33,2443
36.35,2430
36.37,2365
36.39,2405
36.41,2450
36.43,2350
36.45,2305
36.47,2349
36.49,2403
36.51,2390
36.53,2346
36.55,2339
36.57,2355
36.59,2403
36.61,2377
36.63,2414
36.65,2336
36.67,2396
36.69,2395
36.71,2395
36.73,2400
36.75,2389
36.77,2335
36.79,2274
36.81,2371
36.83,2394
36.85,2297
36.87,2260
36.89,2474
36.91,2371
36.93,2371
36.95,2458
36.97,2366
36.99,2326
37.01,2459
37.03,2368
37.05,2373
37.07,2370
37.09,2398
37.11,2393
37.13,2363
37.15,2322
37.17,2415
37.19,2328
37.21,2413
37.23,2357
37.25,2388
37.27,2415
37.29,2335
37.31,2339
37.33,2394
37.35,2355
37.37,2349
37.39,2437
37.41,2425
37.43,2319
37.45,2443
37.47,2372
37.49,2341
37.51,2432
37.53,2381
37.55,2410
37.57,2430
37.59,2404
37.61,2358
37.63,2303
37.65,2415
37.67,2390
37.69,2357
37.71,2430
37.73,2429
37.75,2418
37.77,2456
37.79,2369
37.81,2427
37.83,2321
37.85,2349
37.87,2449
37.89,2325
37.91,2324
37.93,2205
37.95,2455
37.97,2430
37.99,2437
38.01,2392
38.03,2298
38.05,2437
38.07,2396
38.09,2359
38.11,2366
38.13,2373
38.15,2420
38.17,2425
38.19,2369
38.21,2332
38.23,2425
38.25,2402
38.27,2328
38.29,2395
38.31,2254
38.33,2306
38.35,2331
38.37,2365
38.39,2350
38.41,2326
38.43,2360
38.45,2318
38.47,2270
38.49,2270
38.51,2352
38.53,2320
38.55,2266
38.57,2329
38.59,2347
38.61,2327
38.63,2272
38.65,2306
38.67,2310
38.69,2265
38.71,2357
38.73,2253
38.75,2296
38.77,2324
38.79,2281
38.81,2237
38.83,2249
38.85,2297
38.87,2300
38.89,2213
38.91,2300
38.93,2257
38.95,2241
38.97,2179
38.99,2233
39.01,2184
39.03,2182
39.05,2269
39.07,2325
39.09,2181
39.11,2275
39.13,2212
39.15,2249
39.17,2145
39.19,2120
39.21,2250
39.23,2264
39.25,2137
39.27,2185
39.29,2090
39.31,2049
39.33,2145
39.35,2166
39.37,2199
39.39,2165
39.41,2200
39.43,2192
39.45,2146
39.47,2210
39.49,2221
39.51,2162
39.53,2143
39.55,2092
39.57,2230
39.59,2125
39.61,2127
39.63,2203
39.65,2182
39.67,2156
39.69,2065
39.71,2070
39.73,2130
39.75,2137
39.77,2128
39.79,2169
39.81,2122
39.83,2206
39.85,2124
39.87,2108
39.89,2096
39.91,2123
39.93,2043
39.95,2058
39.97,2177
39.99,2156
40.01,2177
40.03,2085
40.05,2059
40.07,2106
40.09,2115
40.11,2093
40.13,2070
40.15,2107
40.17,2122
40.19,2050
40.21,2000
40.23,2083
40.25,2012
40.27,2053
40.29,2072
40.31,2081
40.33,2070
40.35,2047
40.37,2135
40.39,2078
40.41,2023
40.43,2021
40.45,2003
40.47,2060
40.49,2024
40.51,2142
40.53,2092
40.55,2032
40.57,2062
40.59,1970
40.61,2007
40.63,1954
40.65,2035
40.67,2009
40.69,2028
40.71,2016
40.73,1984
40.75,1960
40.77,1987
40.79,2024
40.81,1986
40.83,2006
40.85,2038
40.87,2001
40.89,2006
40.91,1991
40.93,1996
40.95,2099
40.97,1958
40.99,1958
41.01,2047
41.03,1969
41.05,1968
41.07,1982
41.09,2032
41.11,2003
41.13,1990
41.15,1949
41.17,1962
41.19,1993
41.21,1993
41.23,1986
41.25,2009
41.27,2021
41.29,1972
41.31,1936
41.33,1904
41.35,1949
41.37,2078
41.39,1989
41.41,1946
41.43,2015
41.45,2032
41.47,1960
41.49,1980
41.51,1975
41.53,1911
41.55,2007
41.57,1953
41.59,1957
41.61,1970
41.63,1954
41.65,1944
41.67,1948
41.69,2012
41.71,1915
41.73,1941
41.75,1922
41.77,1903
41.79,1977
41.81,1960
41.83,1846
41.85,1911
41.87,1987
41.89,1877
41.91,1948
41.93,1931
41.95,1897
41.97,1885
41.99,1931
42.01,1905
42.03,1947
42.05,1947
42.07,1962
42.09,1834
42.11,1900
42.13,1908
42.15,1886
42.17,2011
42.19,1827
42.21,1997
42.23,1987
42.25,1860
42.27,1835
42.29,1917
42.31,1898
42.33,1927
42.35,1949
42.37,1948
42.39,1947
42.41,2002
42.43,1919
42.45,1905
42.47,1943
42.49,1861
42.51,1908
42.53,1880
42.55,1944
42.57,1940
42.59,1956
42.61,1928
42.63,1850
42.65,1914
42.67,1951
42.69,1909
42.71,1901
42.73,1920
42.75,1879
42.77,1975
42.79,1834
42.81,1910
42.83,1934
42.85,1900
42.87,1942
42.89,1861
42.91,1897
42.93,1903
42.95,1844
42.97,1862
42.99,1926
43.01,1877
43.03,1915
43.05,1864
43.07,1880
43.09,1899
43.11,1829
43.13,1957
43.15,1962
43.17,1889
43.19,1953
43.21,1861
43.23,1953
43.25,1881
43.27,1974
43.29,1891
43.31,1870
43.33,1892
43.35,1850
43.37,1775
43.39,1915
43.41,1886
43.43,1889
43.45,1868
43.47,1854
43.49,1882
43.51,1896
43.53,1936
43.55,1872
43.57,1874
43.59,1850
43.61,1859
43.63,1875
43.65,1921
43.67,1846
43.69,1907
43.71,1910
43.73,1828
43.75,1940
43.77,1906
43.79,1805
43.81,1854
43.83,1896
43.85,1892
43.87,1785
43.89,1881
43.91,1983
43.93,1828
43.95,1876
43.97,1904
43.99,1849
44.01,1908
44.03,1795
44.05,1881
44.07,1884
44.09,1826
44.11,1831
44.13,1878
44.15,1820
44.17,1779
44.19,1808
44.21,1814
44.23,1886
44.25,1796
44.27,1835
44.29,1813
44.31,1845
44.33,1811
44.35,1779
44.37,1858
44.39,1807
44.41,1873
44.43,1808
44.45,1878
44.47,1818
44.49,1835
44.51,1863
44.53,1798
44.55,1875
44.57,1893
44.59,1872
44.61,1870
44.63,1839
44.65,1906
44.67,1811
44.69,1884
44.71,1765
44.73,1838
44.75,1763
44.77,1831
44.79,1796
44.81,1836
44.83,1809
44.85,1832
44.87,1823
44.89,1839
44.91,1793
