XRD - Maiz-20,
12.19,3277
12.21,3296
12.23,3357
12.25,3457
12.27,3482
12.29,3301
12.31,3314
12.33,3259
12.35,3296
12.37,3427
12.39,3365
12.41,3423
12.43,3316
12.45,3297
12.47,3291
12.49,3295
12.51,3387
12.53,3282
12.55,3448
12.57,3338
12.59,3398
12.61,3293
12.63,3332
12.65,3411
12.67,3231
12.69,3395
12.71,3442
12.73,3273
12.75,3402
12.77,3554
12.79,3398
12.81,3356
12.83,3349
12.85,3505
12.87,3447
12.89,3416
12.91,3381
12.93,3352
12.95,3404
12.97,3451
12.99,3417
13.01,3501
13.03,3547
13.05,3434
13.07,3564
13.09,3477
13.11,3548
13.13,3471
13.15,3515
13.17,3475
13.19,3513
13.21,3680
13.23,3599
13.25,3414
13.27,3506
13.29,3509
13.31,3651
13.33,3596
13.35,3765
13.37,3586
13.39,3681
13.41,3564
13.43,3768
13.45,3661
13.47,3795
13.49,3765
13.51,3769
13.53,3765
13.55,3842
13.57,3913
13.59,3875
13.61,3833
13.63,3894
13.65,3849
13.67,3933
13.69,4054
13.71,4076
13.73,4035
13.75,4089
13.77,4115
13.79,4210
13.81,4127
13.83,4174
13.85,4344
13.87,4243
13.89,4302
13.91,4443
13.93,4382
13.95,4526
13.97,4425
13.99,4488
14.01,4657
14.03,4565
14.05,4564
14.07,4921
14.09,4812
14.11,4888
14.13,5037
14.15,4958
14.17,5016
14.19,5061
14.21,5142
14.23,5099
14.25,5470
14.27,5373
14.29,5518
14.31,5381
14.33,5487
14.35,5646
14.37,5675
14.39,5671
14.41,5719
14.43,5809
14.45,5929
14.47,5833
14.49,5900
14.51,5986
14.53,5967
14.55,5947
14.57,5824
14.59,6049
14.61,5993
14.63,5989
14.65,6147
14.67,5858
14.69,6021
14.71,5763
14.73,5787
14.75,5722
14.77,5807
14.79,5777
14.81,5621
14.83,5600
14.85,5614
14.87,5573
14.89,5508
14.91,5440
14.93,5381
14.95,5407
14.97,5405
14.99,5172
15.01,5088
15.03,5077
15.05,5150
15.07,5045
15.09,4921
15.11,4947
15.13,4766
15.15,4773
15.17,4598
15.19,4648
15.21,4512
15.23,4621
15.25,4554
15.27,4643
15.29,4550
15.31,4682
15.33,4556
15.35,4452
15.37,4470
15.39,4465
15.41,4324
15.43,4594
15.45,4419
15.47,4521
15.49,4442
15.51,4575
15.53,4524
15.55,4581
15.57,4589
15.59,4529
15.61,4631
15.63,4626
15.65,4607
15.67,4551
15.69,4833
15.71,4760
15.73,4772
15.75,4709
15.77,4784
15.79,5050
15.81,4808
15.83,4978
15.85,4733
15.87,4934
15.89,5061
15.91,5181
15.93,5168
15.95,5351
15.97,5377
15.99,5330
16.01,5558
16.03,5595
16.05,5627
16.07,5598
16.09,5601
16.11,5784
16.13,5751
16.15,5867
16.17,6046
16.19,5972
16.21,6105
16.23,6188
16.25,6276
16.27,6354
16.29,6412
16.31,6301
16.33,6406
16.35,6450
16.37,6413
16.39,6495
16.41,6552
16.43,6717
16.45,6591
16.47,6719
16.49,6642
16.51,6819
16.53,7044
16.55,6910
16.57,6842
16.59,6947
16.61,6899
16.63,6985
16.65,6700
16.67,6895
16.69,6883
16.71,6916
16.73,6980
16.75,6839
16.77,6805
16.79,6837
16.81,6834
16.83,6948
16.85,6809
16.87,6758
16.89,6675
16.91,6768
16.93,6545
16.95,6634
16.97,6682
16.99,6601
17.01,6705
17.03,6506
17.05,6602
17.07,6496
17.09,6619
17.11,6477
17.13,6570
17.15,6559
17.17,6426
17.19,6636
17.21,6510
17.23,6779
17.25,6620
17.27,6580
17.29,6803
17.31,6792
17.33,6861
17.35,6842
17.37,6849
17.39,6894
17.41,6955
17.43,6659
17.45,7011
17.47,6845
17.49,6977
17.51,7015
17.53,6851
17.55,7052
17.57,6903
17.59,6864
17.61,6823
17.63,6925
17.65,6801
17.67,6632
17.69,6756
17.71,6618
17.73,6727
17.75,6499
17.77,6532
17.79,6480
17.81,6422
17.83,6574
17.85,6308
17.87,6170
17.89,6200
17.91,6029
17.93,6197
17.95,5987
17.97,5994
17.99,5804
18.01,5821
18.03,5683
18.05,5783
18.07,5686
18.09,5670
18.11,5483
18.13,5292
18.15,5404
18.17,5428
18.19,5425
18.21,5281
18.23,5133
18.25,5189
18.27,5077
18.29,5182
18.31,5107
18.33,4997
18.35,5044
18.37,4963
18.39,4981
18.41,4944
18.43,4997
18.45,4902
18.47,4762
18.49,4796
18.51,4817
18.53,4683
18.55,4821
18.57,4850
18.59,4686
18.61,4736
18.63,4772
18.65,4734
18.67,4677
18.69,4705
18.71,4628
18.73,4732
18.75,4634
18.77,4767
18.79,4655
18.81,4758
18.83,4645
18.85,4764
18.87,4699
18.89,4665
18.91,4689
18.93,4669
18.95,4766
18.97,4693
18.99,4700
19.01,4543
19.03,4616
19.05,4808
19.07,4787
19.09,4711
19.11,4703
19.13,4732
19.15,4695
19.17,4796
19.19,4787
19.21,4853
19.23,4760
19.25,4816
19.27,4744
19.29,4727
19.31,4868
19.33,4789
19.35,4822
19.37,4791
19.39,4828
19.41,4829
19.43,4903
19.45,4761
19.47,4788
19.49,4784
19.51,4858
19.53,4819
19.55,4825
19.57,4919
19.59,4744
19.61,4806
19.63,4898
19.65,4715
19.67,4734
19.69,4712
19.71,4753
19.73,4707
19.75,4729
19.77,4672
19.79,4693
19.81,4647
19.83,4472
19.85,4486
19.87,4537
19.89,4741
19.91,4580
19.93,4415
19.95,4462
19.97,4331
19.99,4395
20.01,4514
20.03,4526
20.05,4381
20.07,4387
20.09,4402
20.11,4327
20.13,4397
20.15,4230
20.17,4447
20.19,4266
20.21,4306
20.23,4275
20.25,4206
20.27,4298
20.29,4203
20.31,4214
20.33,4264
20.35,4302
20.37,4161
20.39,4090
20.41,4231
20.43,4095
20.45,4104
20.47,4127
20.49,4195
20.51,4110
20.53,4273
20.55,4041
20.57,3993
20.59,4057
20.61,4115
20.63,4120
20.65,4077
20.67,4130
20.69,4103
20.71,4133
20.73,4041
20.75,4099
20.77,4060
20.79,4128
20.81,4013
20.83,4099
20.85,4047
20.87,4079
20.89,4101
20.91,4034
20.93,4116
20.95,4160
20.97,4079
20.99,4008
21.01,4031
21.03,4048
21.05,4129
21.07,4109
21.09,4063
21.11,4151
21.13,4083
21.15,4153
21.17,3997
21.19,4106
21.21,4109
21.23,4205
21.25,4189
21.27,4190
21.29,4127
21.31,4188
21.33,4353
21.35,4199
21.37,4226
21.39,4441
21.41,4224
21.43,4241
21.45,4245
21.47,4436
21.49,4410
21.51,4352
21.53,4361
21.55,4273
21.57,4431
21.59,4351
21.61,4507
21.63,4406
21.65,4487
21.67,4575
21.69,4668
21.71,4655
21.73,4665
21.75,4485
21.77,4723
21.79,4670
21.81,4738
21.83,4806
21.85,4962
21.87,4878
21.89,4910
21.91,4973
21.93,4896
21.95,5108
21.97,4975
21.99,5199
22.01,5176
22.03,5152
22.05,5267
22.07,5302
22.09,5464
22.11,5354
22.13,5413
22.15,5573
22.17,5597
22.19,5606
22.21,5571
22.23,5629
22.25,5633
22.27,5892
22.29,5761
22.31,5820
22.33,5833
22.35,5862
22.37,6010
22.39,6001
22.41,5859
22.43,6102
22.45,6075
22.47,6073
22.49,6180
22.51,6021
22.53,6129
22.55,6232
22.57,6312
22.59,6028
22.61,6077
22.63,6053
22.65,6141
22.67,6168
22.69,6109
22.71,6165
22.73,5992
22.75,6083
22.77,5973
22.79,6094
22.81,6057
22.83,5893
22.85,5872
22.87,5842
22.89,5908
22.91,5898
22.93,5815
22.95,5724
22.97,5645
22.99,5757
23.01,5768
23.03,5574
23.05,5676
23.07,5504
23.09,5531
23.11,5309
23.13,5456
23.15,5550
23.17,5333
23.19,5474
23.21,5229
23.23,5400
23.25,5139
23.27,5111
23.29,5128
23.31,5163
23.33,5115
23.35,4956
23.37,5044
23.39,4956
23.41,4906
23.43,4804
23.45,4861
23.47,4885
23.49,4943
23.51,4634
23.53,4830
23.55,4662
23.57,4710
23.59,4528
23.61,4512
23.63,4627
23.65,4497
23.67,4547
23.69,4622
23.71,4597
23.73,4399
23.75,4499
23.77,4307
23.79,4371
23.81,4446
23.83,4385
23.85,4386
23.87,4276
23.89,4280
23.91,4166
23.93,4143
23.95,4113
23.97,4146
23.99,4170
24.01,4074
24.03,3994
24.05,4020
24.07,3995
24.09,3803
24.11,3973
24.13,3951
24.15,3882
24.17,3873
24.19,3823
24.21,3829
24.23,3851
24.25,3836
24.27,3667
24.29,3746
24.31,3660
24.33,3706
24.35,3671
24.37,3625
24.39,3676
24.41,3668
24.43,3640
24.45,3523
24.47,3604
24.49,3537
24.51,3501
24.53,3443
24.55,3465
24.57,3486
24.59,3458
24.61,3547
24.63,3459
24.65,3422
24.67,3398
24.69,3434
24.71,3347
24.73,3403
24.75,3371
24.77,3407
24.79,3282
24.81,3338
24.83,3276
24.85,3228
24.87,3394
24.89,3316
24.91,3271
24.93,3258
24.95,3297
24.97,3233
24.99,3248
25.01,3239
25.03,3196
25.05,3160
25.07,3237
25.09,3141
25.11,3247
25.13,3267
25.15,3193
25.17,3136
25.19,3178
25.21,3217
25.23,3135
25.25,3169
25.27,3112
25.29,3259
25.31,3148
25.33,3159
25.35,3119
25.37,3201
25.39,3195
25.41,3156
25.43,3026
25.45,3153
25.47,3191
25.49,3159
25.51,3164
25.53,3155
25.55,3185
25.57,3133
25.59,3310
25.61,3232
25.63,3223
25.65,3212
25.67,3171
25.69,3209
25.71,3186
25.73,3103
25.75,3182
25.77,3223
25.79,3217
25.81,3192
25.83,3189
25.85,3247
25.87,3070
25.89,3243
25.91,3167
25.93,3263
25.95,3297
25.97,3164
25.99,3081
26.01,3212
26.03,3276
26.05,3307
26.07,3385
26.09,3273
26.11,3343
26.13,3309
26.15,3315
26.17,3199
26.19,3239
26.21,3202
26.23,3279
26.25,3282
26.27,3190
26.29,3288
26.31,3088
26.33,3203
26.35,3285
26.37,3175
26.39,3129
26.41,3164
26.43,3202
26.45,3110
26.47,3158
26.49,3130
26.51,3092
26.53,3122
26.55,2970
26.57,2967
26.59,3055
26.61,3001
26.63,2944
26.65,3020
26.67,2996
26.69,2902
26.71,2871
26.73,2928
26.75,2901
26.77,2869
26.79,2962
26.81,2911
26.83,2837
26.85,2830
26.87,2917
26.89,2770
26.91,2878
26.93,2763
26.95,2799
26.97,2716
26.99,2896
27.01,2802
27.03,2943
27.05,2744
27.07,2800
27.09,2852
27.11,2874
27.13,2831
27.15,2804
27.17,2806
27.19,2793
27.21,2888
27.23,2873
27.25,2814
27.27,2791
27.29,2739
27.31,2861
27.33,2741
27.35,2856
27.37,2868
27.39,2813
27.41,2756
27.43,2805
27.45,2774
27.47,2762
27.49,2857
27.51,2818
27.53,2783
27.55,2751
27.57,2732
27.59,2795
27.61,2825
27.63,2724
27.65,2750
27.67,2807
27.69,2809
27.71,2785
27.73,2750
27.75,2816
27.77,2796
27.79,2899
27.81,2773
27.83,2829
27.85,2739
27.87,2765
27.89,2840
27.91,2850
27.93,2807
27.95,2849
27.97,2892
27.99,2849
28.01,2846
28.03,2781
28.05,2891
28.07,2868
28.09,2812
28.11,2930
28.13,2955
28.15,2974
28.17,2875
28.19,2913
28.21,2887
28.23,2930
28.25,2920
28.27,2910
28.29,2975
28.31,2964
28.33,2929
28.35,2850
28.37,3011
28.39,2885
28.41,3013
28.43,3098
28.45,2965
28.47,3082
28.49,3027
28.51,2997
28.53,2942
28.55,2973
28.57,3026
28.59,3026
28.61,3052
28.63,3003
28.65,2997
28.67,2999
28.69,3001
28.71,3053
28.73,2941
28.75,3001
28.77,2978
28.79,2948
28.81,2877
28.83,3080
28.85,3001
28.87,2911
28.89,2890
28.91,2942
28.93,2992
28.95,2958
28.97,2937
28.99,3060
29.01,2957
29.03,3040
29.05,3069
29.07,2982
29.09,2999
29.11,3056
29.13,3062
29.15,3107
29.17,3068
29.19,2980
29.21,3062
29.23,3051
29.25,3088
29.27,2979
29.29,2977
29.31,3008
29.33,3072
29.35,3029
29.37,3156
29.39,2995
29.41,3070
29.43,3127
29.45,3095
29.47,3029
29.49,3139
29.51,3034
29.53,3168
29.55,3195
29.57,3233
29.59,3167
29.61,3126
29.63,3164
29.65,3254
29.67,3261
29.69,3233
29.71,3248
29.73,3278
29.75,3306
29.77,3308
29.79,3264
29.81,3326
29.83,3215
29.85,3298
29.87,3272
29.89,3252
29.91,3275
29.93,3335
29.95,3379
29.97,3346
29.99,3434
30.01,3394
30.03,3306
30.05,3318
30.07,3244
30.09,3303
30.11,3427
30.13,3417
30.15,3421
30.17,3379
30.19,3381
30.21,3413
30.23,3344
30.25,3311
30.27,3391
30.29,3289
30.31,3382
30.33,3305
30.35,3281
30.37,3377
30.39,3358
30.41,3360
30.43,3240
30.45,3391
30.47,3176
30.49,3348
30.51,3369
30.53,3279
30.55,3385
30.57,3427
30.59,3256
30.61,3253
30.63,3330
30.65,3347
30.67,3317
30.69,3225
30.71,3345
30.73,3316
30.75,3296
30.77,3217
30.79,3347
30.81,3362
30.83,3287
30.85,3305
30.87,3262
30.89,3363
30.91,3345
30.93,3306
30.95,3338
30.97,3218
30.99,3252
31.01,3242
31.03,3332
31.05,3290
31.07,3331
31.09,3190
31.11,3218
31.13,3373
31.15,3217
31.17,3269
31.19,3265
31.21,3312
31.23,3197
31.25,3116
31.27,3169
31.29,3314
31.31,3096
31.33,3176
31.35,3177
31.37,3168
31.39,3208
31.41,3200
31.43,3196
31.45,3195
31.47,3243
31.49,3230
31.51,3212
31.53,3274
31.55,3236
31.57,3240
31.59,3236
31.61,3292
31.63,3162
31.65,3216
31.67,3238
31.69,3269
31.71,3283
31.73,3217
31.75,3302
31.77,3259
31.79,3280
31.81,3393
31.83,3308
31.85,3318
31.87,3337
31.89,3272
31.91,3195
31.93,3276
31.95,3352
31.97,3316
31.99,3409
32.01,3309
32.03,3337
32.05,3327
32.07,3418
32.09,3370
32.11,3261
32.13,3343
32.15,3454
32.17,3226
32.19,3438
32.21,3324
32.23,3379
32.25,3417
32.27,3279
32.29,3281
32.31,3483
32.33,3338
32.35,3297
32.37,3373
32.39,3268
32.41,3299
32.43,3369
32.45,3327
32.47,3342
32.49,3332
32.51,3412
32.53,3456
32.55,3303
32.57,3385
32.59,3374
32.61,3433
32.63,3346
32.65,3373
32.67,3345
32.69,3367
32.71,3341
32.73,3443
32.75,3482
32.77,3418
32.79,3404
32.81,3377
32.83,3510
32.85,3387
32.87,3405
32.89,3472
32.91,3327
32.93,3409
32.95,3348
32.97,3455
32.99,3345
33.01,3472
33.03,3471
33.05,3411
33.07,3384
33.09,3351
33.11,3504
33.13,3311
33.15,3317
33.17,3449
33.19,3481
33.21,3341
33.23,3414
33.25,3436
33.27,3419
33.29,3314
33.31,3392
33.33,3311
33.35,3392
33.37,3407
33.39,3375
33.41,3356
33.43,3361
33.45,3342
33.47,3350
33.49,3480
33.51,3361
33.53,3301
33.55,3337
33.57,3295
33.59,3300
33.61,3334
33.63,3472
33.65,3351
33.67,3351
33.69,3293
33.71,3354
33.73,3230
33.75,3315
33.77,3310
33.79,3296
33.81,3235
33.83,3325
33.85,3361
33.87,3256
33.89,3353
33.91,3420
33.93,3292
33.95,3298
33.97,3245
33.99,3229
34.01,3272
34.03,3156
34.05,3365
34.07,3144
34.09,3331
34.11,3152
34.13,3153
34.15,3292
34.17,3297
34.19,3180
34.21,3232
34.23,3246
34.25,3190
34.27,3247
34.29,3236
34.31,3188
34.33,3167
34.35,3115
34.37,3202
34.39,3225
34.41,3113
34.43,3130
34.45,3156
34.47,3134
34.49,3203
34.51,3148
34.53,3293
34.55,3205
34.57,3214
34.59,3136
34.61,3028
34.63,3104
34.65,3097
34.67,3143
34.69,3138
34.71,3071
34.73,3117
34.75,3107
34.77,3030
34.79,2990
34.81,2955
34.83,3018
34.85,2994
34.87,3087
34.89,2967
34.91,3014
34.93,2905
34.95,3002
34.97,3076
34.99,3037
35.01,3025
35.03,2962
35.05,2933
35.07,3019
35.09,3104
35.11,3029
35.13,3139
35.15,3004
35.17,3124
35.19,3025
35.21,3048
35.23,3005
35.25,3029
35.27,3073
35.29,3020
35.31,3031
35.33,3040
35.35,3017
35.37,3049
35.39,2924
35.41,3001
35.43,2989
35.45,2980
35.47,3031
35.49,2971
35.51,3035
35.53,3025
35.55,2994
35.57,3026
35.59,3062
35.61,3048
35.63,2964
35.65,2903
35.67,2924
35.69,2962
35.71,2981
35.73,3043
35.75,3060
35.77,2937
35.79,2905
35.81,3011
35.83,3048
35.85,3005
35.87,3002
35.89,2966
35.91,3001
35.93,2996
35.95,3046
35.97,2963
35.99,2991
36.01,2959
36.03,2931
36.05,2993
36.07,2999
36.09,2969
36.11,2966
36.13,3001
36.15,2964
36.17,2911
36.19,2965
36.21,2892
36.23,3060
36.25,2976
36.27,2956
36.29,2969
36.31,3000
36.33,2923
36.35,2963
36.37,3025
36.39,2988
36.41,3058
36.43,2862
36.45,2920
36.47,2978
36.49,2860
36.51,2944
36.53,2999
36.55,2911
36.57,2899
36.59,2900
36.61,2922
36.63,2980
36.65,2909
36.67,2920
36.69,2807
36.71,3018
36.73,2978
36.75,2862
36.77,2907
36.79,2887
36.81,2943
36.83,2858
36.85,2891
36.87,2812
36.89,2804
36.91,2987
36.93,2918
36.95,2983
36.97,2900
36.99,2935
37.01,2847
37.03,2951
37.05,2995
37.07,2873
37.09,2794
37.11,2989
37.13,2947
37.15,2855
37.17,2879
37.19,2914
37.21,2981
37.23,2934
37.25,2965
37.27,2860
37.29,2993
37.31,2859
37.33,2917
37.35,2999
37.37,2929
37.39,2916
37.41,2949
37.43,2944
37.45,2932
37.47,2928
37.49,3034
37.51,2949
37.53,2945
37.55,2944
37.57,2975
37.59,3070
37.61,2999
37.63,2886
37.65,2991
37.67,2976
37.69,3030
37.71,3003
37.73,3113
37.75,2932
37.77,3023
37.79,2990
37.81,3028
37.83,2982
37.85,2904
37.87,3039
37.89,2999
37.91,3028
37.93,2909
37.95,2897
37.97,3026
37.99,3094
38.01,2913
38.03,2964
38.05,2954
38.07,3006
38.09,3024
38.11,2893
38.13,2895
38.15,2908
38.17,2947
38.19,2933
38.21,2815
38.23,3000
38.25,2886
38.27,2843
38.29,2973
38.31,2958
38.33,2928
38.35,2917
38.37,2831
38.39,2885
38.41,2849
38.43,2988
38.45,2930
38.47,2943
38.49,2850
38.51,2956
38.53,2923
38.55,2947
38.57,2884
38.59,2790
38.61,2927
38.63,2824
38.65,2853
38.67,2862
38.69,2944
38.71,2938
38.73,2864
38.75,2819
38.77,2755
38.79,2853
38.81,2713
38.83,2825
38.85,2767
38.87,2877
38.89,2724
38.91,2711
38.93,2759
38.95,2785
38.97,2842
38.99,2669
39.01,2752
39.03,2775
39.05,2734
39.07,2720
39.09,2794
39.11,2769
39.13,2632
39.15,2641
39.17,2782
39.19,2720
39.21,2654
39.23,2663
39.25,2776
39.27,2649
39.29,2682
39.31,2743
39.33,2636
39.35,2627
39.37,2675
39.39,2532
39.41,2612
39.43,2597
39.45,2653
39.47,2686
39.49,2672
39.51,2521
39.53,2577
39.55,2576
39.57,2521
39.59,2615
39.61,2582
39.63,2611
39.65,2495
39.67,2539
39.69,2615
39.71,2590
39.73,2562
39.75,2557
39.77,2547
39.79,2494
39.81,2572
39.83,2577
39.85,2576
39.87,2548
39.89,2507
39.91,2453
39.93,2560
39.95,2589
39.97,2506
39.99,2548
40.01,2488
40.03,2486
40.05,2589
40.07,2484
40.09,2555
40.11,2443
40.13,2427
40.15,2518
40.17,2469
40.19,2465
40.21,2532
40.23,2385
40.25,2480
40.27,2495
40.29,2487
40.31,2406
40.33,2420
40.35,2382
40.37,2418
40.39,2496
40.41,2448
40.43,2482
40.45,2378
40.47,2397
40.49,2438
40.51,2402
40.53,2461
40.55,2373
40.57,2303
40.59,2413
40.61,2285
40.63,2439
40.65,2423
40.67,2367
40.69,2334
40.71,2376
40.73,2387
40.75,2431
40.77,2531
40.79,2308
40.81,2359
40.83,2377
40.85,2307
40.87,2332
40.89,2304
40.91,2260
40.93,2372
40.95,2382
40.97,2366
40.99,2360
41.01,2336
41.03,2303
41.05,2405
41.07,2336
41.09,2382
41.11,2324
41.13,2273
41.15,2323
41.17,2391
41.19,2376
41.21,2290
41.23,2367
41.25,2360
41.27,2291
41.29,2395
41.31,2328
41.33,2348
41.35,2397
41.37,2309
41.39,2243
41.41,2325
41.43,2247
41.45,2405
41.47,2398
41.49,2315
41.51,2411
41.53,2396
41.55,2419
41.57,2286
41.59,2379
41.61,2456
41.63,2391
41.65,2356
41.67,2358
41.69,2312
41.71,2433
41.73,2388
41.75,2314
41.77,2358
41.79,2430
41.81,2427
41.83,2387
41.85,2334
41.87,2386
41.89,2438
41.91,2405
41.93,2361
41.95,2401
41.97,2387
41.99,2338
42.01,2403
42.03,2425
42.05,2334
42.07,2334
42.09,2361
42.11,2443
42.13,2388
42.15,2282
42.17,2343
42.19,2325
42.21,2369
42.23,2408
42.25,2515
42.27,2415
42.29,2472
42.31,2407
42.33,2506
42.35,2481
42.37,2335
42.39,2308
42.41,2294
42.43,2320
42.45,2470
42.47,2299
42.49,2490
42.51,2467
42.53,2423
42.55,2372
42.57,2408
42.59,2392
42.61,2366
42.63,2422
42.65,2442
42.67,2475
42.69,2448
42.71,2378
42.73,2480
42.75,2362
42.77,2380
42.79,2461
42.81,2352
42.83,2381
42.85,2363
42.87,2428
42.89,2416
42.91,2471
42.93,2362
42.95,2455
42.97,2385
42.99,2427
43.01,2398
43.03,2447
43.05,2390
43.07,2321
43.09,2348
43.11,2366
43.13,2429
43.15,2406
43.17,2309
43.19,2312
43.21,2392
43.23,2358
43.25,2328
43.27,2293
43.29,2306
43.31,2354
43.33,2321
43.35,2342
43.37,2380
43.39,2299
43.41,2390
43.43,2308
43.45,2319
43.47,2349
43.49,2343
43.51,2351
43.53,2405
43.55,2367
43.57,2385
43.59,2431
43.61,2248
43.63,2261
43.65,2380
43.67,2349
43.69,2471
43.71,2307
43.73,2360
43.75,2332
43.77,2319
43.79,2422
43.81,2409
43.83,2286
43.85,2316
43.87,2210
43.89,2298
43.91,2296
43.93,2322
43.95,2384
43.97,2320
43.99,2297
44.01,2325
44.03,2306
44.05,2408
44.07,2254
44.09,2307
44.11,2370
44.13,2211
44.15,2309
44.17,2309
44.19,2260
44.21,2359
44.23,2289
44.25,2216
44.27,2267
44.29,2211
44.31,2136
44.33,2282
44.35,2137
44.37,2300
44.39,2272
44.41,2306
44.43,2184
44.45,2190
44.47,2289
44.49,2236
44.51,2041
44.53,2128
44.55,2190
44.57,2227
44.59,2255
44.61,2242
44.63,2226
44.65,2258
44.67,2176
44.69,2112
44.71,2241
44.73,2197
44.75,2259
44.77,2197
44.79,2184
44.81,2137
44.83,2160
44.85,2119
44.87,2215
44.89,2161
44.91,2165
