XRD - Patata-40,
16.55,7590
16.57,7539
16.59,7634
16.61,7571
16.63,7630
16.65,7607
16.67,7660
16.69,7615
16.71,7681
16.73,7597
16.75,7372
16.77,7493
16.79,7329
16.81,7405
16.83,7171
16.85,7236
16.87,7153
16.89,6919
16.91,6770
16.93,6773
16.95,6577
16.97,6593
16.99,6424
17.01,6360
17.03,6178
17.05,6008
17.07,5833
17.09,5828
17.11,5533
17.13,5460
17.15,5384
17.17,5276
17.19,5125
17.21,5154
17.23,5097
17.25,4805
17.27,4738
17.29,4757
17.31,4536
17.33,4471
17.35,4614
17.37,4449
17.39,4384
17.41,4356
17.43,4178
17.45,4075
17.47,4107
17.49,4056
17.51,4082
17.53,3959
17.55,3908
17.57,3937
17.59,3844
17.61,4001
17.63,3872
17.65,3810
17.67,3833
17.69,3861
17.71,3762
17.73,3805
17.75,3854
17.77,3717
17.79,3644
17.81,3718
17.83,3654
17.85,3693
17.87,3768
17.89,3673
17.91,3685
17.93,3681
17.95,3663
17.97,3719
17.99,3584
18.01,3692
18.03,3659
18.05,3655
18.07,3662
18.09,3676
18.11,3700
18.13,3755
18.15,3611
18.17,3693
18.19,3632
18.21,3693
18.23,3742
18.25,3722
18.27,3719
18.29,3800
18.31,3802
18.33,3602
18.35,3774
18.37,3656
18.39,3729
18.41,3801
18.43,3833
18.45,3801
18.47,3839
18.49,3882
18.51,3947
18.53,3792
18.55,3947
18.57,3824
18.59,3882
18.61,3864
18.63,3921
18.65,3846
18.67,3877
18.69,3946
18.71,3868
18.73,4040
18.75,3954
18.77,3987
18.79,4029
18.81,3959
18.83,3917
18.85,4022
18.87,4117
18.89,4235
18.91,4101
18.93,4084
18.95,4149
18.97,4068
18.99,4058
19.01,4181
19.03,4243
19.05,4261
19.07,4221
19.09,4195
19.11,4215
19.13,4214
19.15,4206
19.17,4421
19.19,4104
19.21,4267
19.23,4242
19.25,4245
19.27,4323
19.29,4223
19.31,4246
19.33,4264
19.35,4396
19.37,4262
19.39,4159
19.41,4109
19.43,4207
19.45,4116
19.47,4102
19.49,4189
19.51,4039
19.53,4165
19.55,4161
19.57,4124
19.59,3980
19.61,4119
19.63,4002
19.65,4131
19.67,3995
19.69,4067
19.71,3982
19.73,3999
19.75,4057
19.77,3931
19.79,3963
19.81,3954
19.83,3996
19.85,3940
19.87,3866
19.89,3878
19.91,3932
19.93,3915
19.95,3941
19.97,3886
19.99,3831
20.01,3850
20.03,3830
20.05,3727
20.07,3929
20.09,3859
20.11,3855
20.13,3900
20.15,3830
20.17,3906
20.19,3827
20.21,3833
20.23,3876
20.25,3965
20.27,3786
20.29,3856
20.31,3760
20.33,3770
20.35,3921
20.37,3878
20.39,3842
20.41,3794
20.43,3842
20.45,3881
20.47,3956
20.49,3819
20.51,3806
20.53,3859
20.55,3849
20.57,3707
20.59,3772
20.61,3842
20.63,3853
20.65,3821
20.67,3880
20.69,3837
20.71,3876
20.73,3841
20.75,3977
20.77,3993
20.79,3882
20.81,4109
20.83,4005
20.85,4008
20.87,4098
20.89,4053
20.91,4127
20.93,4005
20.95,4090
20.97,4062
20.99,4072
21.01,4131
21.03,4028
21.05,4306
21.07,4280
21.09,4258
21.11,4312
21.13,4337
21.15,4247
21.17,4343
21.19,4450
21.21,4301
21.23,4410
21.25,4434
21.27,4526
21.29,4536
21.31,4505
21.33,4591
21.35,4654
21.37,4824
21.39,4659
21.41,4663
21.43,4693
21.45,4824
21.47,4838
21.49,4878
21.51,4895
21.53,5013
21.55,4886
21.57,4792
21.59,5073
21.61,4971
21.63,5035
21.65,4972
21.67,5086
21.69,5093
21.71,5099
21.73,5227
21.75,5204
21.77,5107
21.79,5257
21.81,5166
21.83,5091
21.85,5118
21.87,5271
21.89,5045
21.91,5141
21.93,5168
21.95,5165
21.97,5115
21.99,5045
22.01,4974
22.03,4840
22.05,5060
22.07,4832
22.09,4880
22.11,4870
22.13,4852
22.15,4823
22.17,4875
22.19,4683
22.21,4769
22.23,4565
22.25,4656
22.27,4604
22.29,4559
22.31,4444
22.33,4542
22.35,4513
22.37,4538
22.39,4540
22.41,4512
22.43,4234
22.45,4373
22.47,4454
22.49,4371
22.51,4388
22.53,4291
22.55,4241
22.57,4409
22.59,4310
22.61,4279
22.63,4278
22.65,4320
22.67,4306
22.69,4232
22.71,4178
22.73,4267
22.75,4253
22.77,4375
22.79,4318
22.81,4202
22.83,4300
22.85,4390
22.87,4415
22.89,4408
22.91,4286
22.93,4298
22.95,4320
22.97,4357
22.99,4342
23.01,4390
23.03,4303
23.05,4440
23.07,4524
23.09,4481
23.11,4436
23.13,4493
23.15,4418
23.17,4562
23.19,4545
23.21,4527
23.23,4577
23.25,4597
23.27,4644
23.29,4663
23.31,4535
23.33,4599
23.35,4636
23.37,4576
23.39,4678
23.41,4600
23.43,4706
23.45,4703
23.47,4766
23.49,4657
23.51,4690
23.53,4807
23.55,4621
23.57,4720
23.59,4702
23.61,4730
23.63,4699
23.65,4603
23.67,4697
23.69,4711
23.71,4695
23.73,4587
23.75,4544
23.77,4578
23.79,4593
23.81,4538
23.83,4661
23.85,4481
23.87,4573
23.89,4697
23.91,4622
23.93,4485
23.95,4339
23.97,4442
23.99,4423
24.01,4476
24.03,4357
24.05,4267
24.07,4197
24.09,4282
24.11,4308
24.13,4235
24.15,4166
24.17,4136
24.19,4118
24.21,4007
24.23,4119
24.25,3926
24.27,3978
24.29,3764
24.31,3864
24.33,3894
24.35,3663
24.37,3812
24.39,3685
24.41,3546
24.43,3640
24.45,3573
24.47,3602
24.49,3551
24.51,3518
24.53,3545
24.55,3426
24.57,3477
24.59,3469
24.61,3403
24.63,3414
24.65,3231
24.67,3424
24.69,3290
24.71,3445
24.73,3317
24.75,3362
24.77,3397
24.79,3402
24.81,3346
24.83,3220
24.85,3268
24.87,3279
24.89,3226
24.91,3273
24.93,3275
24.95,3227
24.97,3256
24.99,3204
25.01,3340
25.03,3276
25.05,3246
25.07,3082
25.09,3256
25.11,3182
25.13,3198
25.15,3270
25.17,3289
25.19,3351
25.21,3220
25.23,3245
25.25,3272
25.27,3333
25.29,3236
25.31,3272
25.33,3220
25.35,3266
25.37,3215
25.39,3356
25.41,3363
25.43,3251
25.45,3297
25.47,3297
25.49,3289
25.51,3428
25.53,3269
25.55,3384
25.57,3407
25.59,3256
25.61,3402
25.63,3240
25.65,3402
25.67,3387
25.69,3394
25.71,3355
25.73,3283
25.75,3370
25.77,3375
25.79,3409
25.81,3370
25.83,3384
25.85,3377
25.87,3426
25.89,3369
25.91,3296
25.93,3215
25.95,3268
25.97,3339
25.99,3381
26.01,3364
26.03,3404
26.05,3320
26.07,3266
26.09,3283
26.11,3328
26.13,3306
26.15,3293
26.17,3310
26.19,3290
26.21,3218
26.23,3224
26.25,3183
26.27,3175
26.29,3245
26.31,3097
26.33,3108
26.35,3156
26.37,3090
26.39,3090
26.41,3097
26.43,3059
26.45,3056
26.47,3037
26.49,3113
26.51,3081
26.53,3020
26.55,3038
26.57,2956
26.59,3009
26.61,2936
26.63,3015
26.65,2912
26.67,2888
26.69,2865
26.71,2964
26.73,2865
26.75,2896
26.77,2886
26.79,2875
26.81,2872
26.83,2835
26.85,2866
26.87,2811
26.89,2702
26.91,2867
26.93,2789
26.95,2845
26.97,2862
26.99,2933
27.01,2907
27.03,2908
27.05,2839
27.07,2763
27.09,2787
27.11,2871
27.13,2892
27.15,2662
27.17,2762
27.19,2797
27.21,2751
27.23,2827
27.25,2689
27.27,2746
27.29,2686
27.31,2754
27.33,2740
27.35,2796
27.37,2763
27.39,2683
27.41,2825
27.43,2751
27.45,2812
27.47,2803
27.49,2701
27.51,2693
27.53,2733
27.55,2730
27.57,2735
27.59,2742
27.61,2777
27.63,2751
27.65,2809
27.67,2734
27.69,2720
27.71,2796
27.73,2758
27.75,2748
27.77,2733
27.79,2769
27.81,2696
27.83,2763
27.85,2752
27.87,2741
27.89,2707
27.91,2792
27.93,2658
27.95,2615
27.97,2789
27.99,2839
28.01,2768
28.03,2772
28.05,2689
28.07,2704
28.09,2830
28.11,2736
28.13,2781
28.15,2819
28.17,2874
28.19,2742
28.21,2863
28.23,2786
28.25,2871
28.27,2765
28.29,2740
28.31,2792
28.33,2802
28.35,2760
28.37,2789
28.39,2799
28.41,2783
28.43,2721
28.45,2816
28.47,2903
28.49,2778
28.51,2749
28.53,2721
28.55,2792
28.57,2797
28.59,2737
28.61,2760
28.63,2726
28.65,2805
28.67,2803
28.69,2862
28.71,2865
28.73,2754
28.75,2815
28.77,2823
28.79,2864
28.81,2790
28.83,2742
28.85,2833
28.87,2813
28.89,2808
28.91,2864
28.93,2810
28.95,2915
28.97,2853
28.99,2762
29.01,2804
29.03,2846
29.05,2933
29.07,2844
29.09,2841
29.11,2829
29.13,2872
29.15,2847
29.17,2843
29.19,2878
29.21,2934
29.23,2894
29.25,2910
29.27,2895
29.29,2897
29.31,2890
29.33,2839
29.35,2938
29.37,2868
29.39,2813
29.41,2921
29.43,2937
29.45,2901
29.47,2869
29.49,2940
29.51,2902
29.53,3063
29.55,2875
29.57,2931
29.59,2973
29.61,2937
29.63,2976
29.65,3043
29.67,2843
29.69,3046
29.71,3094
29.73,2901
29.75,2986
29.77,2980
29.79,2895
29.81,2960
29.83,3003
29.85,2880
29.87,2930
29.89,2939
29.91,2794
29.93,3000
29.95,2967
29.97,3076
29.99,2895
30.01,2932
30.03,2960
30.05,3007
30.07,3006
30.09,2925
30.11,2901
30.13,2909
30.15,2905
30.17,2910
30.19,3060
30.21,2867
30.23,2976
30.25,2959
30.27,2855
30.29,2889
30.31,2960
30.33,2975
30.35,2865
30.37,3060
30.39,2909
30.41,2950
30.43,2929
30.45,2925
30.47,3035
30.49,3045
30.51,3010
30.53,2905
30.55,2862
30.57,2964
30.59,2946
30.61,2978
30.63,3004
30.65,2797
30.67,2982
30.69,2966
30.71,2920
30.73,3004
30.75,2941
30.77,2894
30.79,2900
30.81,2915
30.83,2913
30.85,2958
30.87,2960
30.89,3028
30.91,2965
30.93,2914
30.95,2996
30.97,2976
30.99,2866
31.01,2920
31.03,2898
31.05,2932
31.07,2931
31.09,2927
31.11,2902
31.13,3041
31.15,2912
31.17,2950
31.19,2861
31.21,2851
31.23,2956
31.25,2998
31.27,2802
31.29,2963
31.31,2802
31.33,2923
31.35,2910
31.37,2888
31.39,2881
31.41,2778
31.43,2847
31.45,2749
31.47,2882
31.49,2900
31.51,2882
31.53,2755
31.55,2776
31.57,2806
31.59,2876
31.61,2799
31.63,2951
31.65,2863
31.67,2733
31.69,2770
31.71,2874
31.73,2796
31.75,2843
31.77,2829
31.79,2740
31.81,2679
31.83,2759
31.85,2731
31.87,2797
31.89,2782
31.91,2822
31.93,2777
31.95,2768
31.97,2866
31.99,2857
32.01,2803
32.03,2733
32.05,2697
32.07,2777
32.09,2735
32.11,2807
32.13,2890
32.15,2792
32.17,2833
32.19,2763
32.21,2800
32.23,2759
32.25,2765
32.27,2897
32.29,2828
32.31,2769
32.33,2801
32.35,2900
32.37,2804
32.39,2833
32.41,2865
32.43,2728
32.45,2896
32.47,2795
32.49,2826
32.51,2759
32.53,2785
32.55,2882
32.57,2752
32.59,2828
32.61,2770
32.63,2723
32.65,2841
32.67,2842
32.69,2833
32.71,2770
32.73,2847
32.75,2845
32.77,2815
32.79,2921
32.81,2854
32.83,2781
32.85,2896
32.87,2878
32.89,2870
32.91,2850
32.93,2899
32.95,2895
32.97,2836
32.99,2837
33.01,2843
33.03,2857
33.05,2821
33.07,2898
33.09,2800
33.11,2871
33.13,2847
33.15,2883
33.17,3015
33.19,2937
33.21,2884
33.23,2910
33.25,2954
33.27,2902
33.29,2882
33.31,2930
33.33,2928
33.35,2883
33.37,2980
33.39,2859
33.41,2905
33.43,2995
33.45,3012
33.47,2981
33.49,2923
33.51,2963
33.53,2998
33.55,2998
33.57,2970
33.59,2929
33.61,2996
33.63,2938
33.65,2916
33.67,2865
33.69,2929
33.71,2908
33.73,2961
33.75,3019
33.77,3021
33.79,2915
33.81,2962
33.83,2947
33.85,3039
33.87,2959
33.89,2982
33.91,2921
33.93,2936
33.95,2982
33.97,2888
33.99,2904
34.01,2911
34.03,2945
34.05,3014
34.07,2908
34.09,2980
34.11,2889
34.13,2998
34.15,2994
34.17,2966
34.19,3098
34.21,2922
34.23,2905
34.25,2856
34.27,2947
34.29,2963
34.31,2987
34.33,2896
34.35,3013
34.37,2859
34.39,2930
34.41,2921
34.43,2826
34.45,2913
34.47,2868
34.49,2907
34.51,2831
34.53,2882
34.55,2934
34.57,2794
34.59,2785
34.61,2831
34.63,2888
34.65,2788
34.67,2765
34.69,2718
34.71,2781
34.73,2781
34.75,2753
34.77,2802
34.79,2835
34.81,2754
34.83,2719
34.85,2746
34.87,2846
34.89,2694
34.91,2635
34.93,2597
34.95,2770
34.97,2668
34.99,2652
35.01,2701
35.03,2655
35.05,2602
35.07,2687
35.09,2653
35.11,2585
35.13,2713
35.15,2649
35.17,2756
35.19,2690
35.21,2758
35.23,2600
35.25,2628
35.27,2586
35.29,2574
35.31,2664
35.33,2629
35.35,2573
35.37,2646
35.39,2615
35.41,2598
35.43,2671
35.45,2609
35.47,2539
35.49,2513
35.51,2554
35.53,2606
35.55,2552
35.57,2600
35.59,2559
35.61,2552
35.63,2623
35.65,2679
35.67,2577
35.69,2618
35.71,2470
35.73,2543
35.75,2625
35.77,2534
35.79,2459
35.81,2533
35.83,2542
35.85,2453
35.87,2467
35.89,2617
35.91,2476
35.93,2457
35.95,2525
35.97,2437
35.99,2529
36.01,2429
36.03,2545
36.05,2498
36.07,2476
36.09,2554
36.11,2462
36.13,2540
36.15,2537
36.17,2441
36.19,2540
36.21,2538
36.23,2478
36.25,2418
36.27,2487
36.29,2485
36.31,2516
36.33,2482
36.35,2484
36.37,2405
36.39,2532
36.41,2482
36.43,2446
36.45,2499
36.47,2415
36.49,2502
36.51,2495
36.53,2423
36.55,2563
36.57,2447
36.59,2494
36.61,2415
36.63,2433
36.65,2505
36.67,2433
36.69,2440
36.71,2347
36.73,2450
36.75,2405
36.77,2529
36.79,2514
36.81,2404
36.83,2428
36.85,2434
36.87,2455
36.89,2510
36.91,2458
36.93,2435
36.95,2505
36.97,2465
36.99,2497
37.01,2472
37.03,2519
37.05,2489
37.07,2501
37.09,2562
37.11,2464
37.13,2471
37.15,2477
37.17,2487
37.19,2416
37.21,2459
37.23,2509
37.25,2482
37.27,2429
37.29,2474
37.31,2483
37.33,2568
37.35,2431
37.37,2530
37.39,2509
37.41,2469
37.43,2469
37.45,2507
37.47,2529
37.49,2641
37.51,2471
37.53,2408
37.55,2443
37.57,2508
37.59,2502
37.61,2517
37.63,2428
37.65,2430
37.67,2510
37.69,2535
37.71,2411
37.73,2433
37.75,2510
37.77,2412
37.79,2473
37.81,2483
37.83,2512
37.85,2538
37.87,2500
37.89,2473
37.91,2468
37.93,2388
37.95,2496
37.97,2488
37.99,2445
38.01,2524
38.03,2474
38.05,2506
38.07,2436
38.09,2499
38.11,2440
38.13,2413
38.15,2485
38.17,2485
38.19,2427
38.21,2458
38.23,2471
38.25,2444
38.27,2439
38.29,2475
38.31,2486
38.33,2398
38.35,2430
38.37,2446
38.39,2408
38.41,2370
38.43,2461
38.45,2399
38.47,2488
38.49,2452
38.51,2401
38.53,2364
38.55,2382
38.57,2464
38.59,2437
38.61,2311
38.63,2471
38.65,2297
38.67,2394
38.69,2346
38.71,2420
38.73,2424
38.75,2298
38.77,2361
38.79,2414
38.81,2288
38.83,2328
38.85,2377
38.87,2355
38.89,2345
38.91,2379
38.93,2294
38.95,2402
38.97,2305
38.99,2364
39.01,2341
39.03,2348
39.05,2407
39.07,2264
39.09,2330
39.11,2364
39.13,2325
39.15,2327
39.17,2187
39.19,2368
39.21,2343
39.23,2238
39.25,2337
39.27,2305
39.29,2249
39.31,2292
39.33,2284
39.35,2247
39.37,2198
39.39,2306
39.41,2325
39.43,2298
39.45,2282
39.47,2350
39.49,2214
39.51,2221
39.53,2266
39.55,2331
39.57,2148
39.59,2162
39.61,2188
39.63,2211
39.65,2265
39.67,2275
39.69,2305
39.71,2206
39.73,2248
39.75,2184
39.77,2256
39.79,2255
39.81,2213
39.83,2162
39.85,2178
39.87,2153
39.89,2206
39.91,2135
39.93,2198
39.95,2206
39.97,2184
39.99,2219
40.01,2152
40.03,2116
40.05,2161
40.07,2193
40.09,2167
40.11,2156
40.13,2188
40.15,2174
40.17,2104
40.19,2142
40.21,2162
40.23,2154
40.25,2082
40.27,2163
40.29,2147
40.31,2087
40.33,2130
40.35,2131
40.37,2131
40.39,2126
40.41,2055
40.43,1974
40.45,2050
40.47,2154
40.49,2103
40.51,2112
40.53,2192
40.55,2074
40.57,2127
40.59,2186
40.61,2067
40.63,2061
40.65,2107
40.67,2135
40.69,2138
40.71,2112
40.73,2087
40.75,2101
40.77,2049
40.79,2050
40.81,2059
40.83,2093
40.85,2055
40.87,2070
40.89,2076
40.91,2006
40.93,2030
40.95,2085
40.97,1990
40.99,2109
41.01,2112
41.03,2008
41.05,2049
41.07,2003
41.09,2050
41.11,2054
41.13,2055
41.15,2057
41.17,2115
41.19,1999
41.21,2074
41.23,2013
41.25,2011
41.27,2075
41.29,2072
41.31,2003
41.33,2038
41.35,2058
41.37,2017
41.39,2071
41.41,2083
41.43,2027
41.45,2021
41.47,2025
41.49,2087
41.51,2029
41.53,2015
41.55,2056
41.57,2077
41.59,1993
41.61,2055
41.63,1947
41.65,1984
41.67,2027
41.69,2090
41.71,1938
41.73,2057
41.75,2063
41.77,2047
41.79,1983
41.81,2012
41.83,2016
41.85,2021
41.87,2036
41.89,1989
41.91,2093
41.93,1988
41.95,2079
41.97,2006
41.99,2040
42.01,1947
42.03,1983
42.05,1953
42.07,1964
42.09,2061
42.11,2019
42.13,2124
42.15,2003
42.17,1893
42.19,2076
42.21,1883
42.23,2031
42.25,1930
42.27,1918
42.29,1985
42.31,2058
42.33,2007
42.35,2027
42.37,2019
42.39,1904
42.41,1942
42.43,1967
42.45,1970
42.47,1995
42.49,1981
42.51,1925
42.53,2016
42.55,2055
42.57,1901
42.59,1956
42.61,2033
42.63,1978
42.65,1999
42.67,2055
42.69,1912
42.71,1916
42.73,2025
42.75,1944
42.77,1999
42.79,2069
42.81,1999
42.83,2006
42.85,1973
42.87,1995
42.89,2010
42.91,1992
42.93,2008
42.95,2023
42.97,1945
42.99,1953
43.01,1907
43.03,1943
43.05,1942
43.07,1973
43.09,1959
43.11,1926
43.13,1918
43.15,2043
43.17,1970
43.19,2003
43.21,2025
43.23,1993
43.25,1943
43.27,1987
43.29,1884
43.31,1934
43.33,1927
43.35,1873
43.37,1891
43.39,1990
43.41,2062
43.43,1990
43.45,1949
43.47,2044
43.49,1984
43.51,1969
43.53,1855
43.55,2041
43.57,1950
43.59,1884
43.61,1984
43.63,1873
43.65,1981
43.67,1971
43.69,2009
43.71,1992
43.73,2002
43.75,1907
43.77,1986
43.79,1952
43.81,1923
43.83,1943
43.85,1931
43.87,1901
43.89,2006
43.91,2024
43.93,1905
43.95,1959
43.97,1965
43.99,1989
44.01,1974
44.03,1996
44.05,2000
44.07,1936
44.09,1894
44.11,1928
44.13,1944
44.15,1806
44.17,1906
44.19,1923
44.21,1978
44.23,1921
44.25,1957
44.27,2015
44.29,1950
44.31,1886
44.33,2012
44.35,1887
44.37,1960
44.39,1977
44.41,1885
44.43,1895
44.45,1844
44.47,1948
44.49,1858
44.51,1935
44.53,1879
44.55,1929
44.57,1940
44.59,1921
44.61,1886
44.63,1940
44.65,1886
44.67,1917
44.69,1926
44.71,1931
44.73,1847
44.75,2002
44.77,1880
44.79,1934
44.81,1840
44.83,1875
44.85,1880
44.87,1922
44.89,1870
44.91,1968
